"","business_id","business_name","business_address","business_city","business_state","business_postal_code","business_latitude","business_longitude","business_location","business_phone_number","inspection_id","inspection_date","inspection_score","inspection_type","violation_id","violation_description","risk_category","riskCatScore"
"24595",4787,"TONY BALONEY'S","1098 HOWARD St","San Francisco","CA","94103",37.778033,-122.40943,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.40943', 'latitude': '37.778033'}",14155861514,"4787_20171002","2017-10-02T00:00:00",86,"Routine - Unscheduled","4787_20171002_103154","Unclean or degraded floors walls or ceilings","Low Risk",1
"24599",21583,"Cafe Royale","800 Post St","San Francisco","CA","94109",37.787448,-122.415243,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.415243', 'latitude': '37.787448'}",14159444099,"21583_20171003","2017-10-03T00:00:00",96,"Routine - Unscheduled","21583_20171003_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"24611",1249,"KABABAYAN FAST FOOD","2706 MISSION St","San Francisco","CA","94110",37.753691,-122.418657,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418657', 'latitude': '37.753691'}",14155929635,"1249_20171002","2017-10-02T00:00:00",78,"Routine - Unscheduled","1249_20171002_103142","Unclean nonfood contact surfaces","Low Risk",1
"24617",5867,"MALCOLM X ELEMENTARY SCHOOL","350 Harbor Rd","San Francisco","CA","94124",37.733741,-122.380619,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.380619', 'latitude': '37.733741'}",14155695950,"5867_20170928","2017-09-28T00:00:00",96,"Routine - Unscheduled","5867_20170928_103120","Moderate risk food holding temperature","Moderate Risk",2
"24618",63503,"Mason Street Deli and Market","39 MASON","San Francisco","CA","94102",37.784094,-122.409274,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.409274', 'latitude': '37.784094'}",14155624312,"63503_20170929","2017-09-29T00:00:00",88,"Routine - Unscheduled","63503_20170929_103131","Moderate risk vermin infestation","Moderate Risk",2
"24621",63503,"Mason Street Deli and Market","39 MASON","San Francisco","CA","94102",37.784094,-122.409274,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.409274', 'latitude': '37.784094'}",14155624312,"63503_20170929","2017-09-29T00:00:00",88,"Routine - Unscheduled","63503_20170929_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk",2
"24623",12344,"The Village Market & Pizza","750 Font Blvd","San Francisco","CA","",37.723462,-122.483012,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.483012', 'latitude': '37.723462'}",14155374525,"12344_20171004","2017-10-04T00:00:00",98,"Routine - Unscheduled","12344_20171004_103136","Unsanitary employee garments hair or nails","Low Risk",1
"24625",5959,"ST. JOHN'S SNACK BAR","925 CHENERY St","San Francisco","CA","94131",37.735264,-122.437679,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.437679', 'latitude': '37.735264'}",14155586144,"5959_20171002","2017-10-02T00:00:00",94,"Routine - Unscheduled","5959_20171002_103120","Moderate risk food holding temperature","Moderate Risk",2
"24627",32671,"La Taqueria Guadalajara","3146 24th St","San Francisco","CA","94110",37.752512,-122.415109,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.415109', 'latitude': '37.752512'}",14155644892,"32671_20170920","2017-09-20T00:00:00",86,"Routine - Unscheduled","32671_20170920_103142","Unclean nonfood contact surfaces","Low Risk",1
"24637",320,"NAPOLI PIZZA RESTAURANT","1045 POLK St","San Francisco","CA","94109",37.786545,-122.419894,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.419894', 'latitude': '37.786545'}",14155882222,"320_20171004","2017-10-04T00:00:00",77,"Routine - Unscheduled","320_20171004_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",1
"24648",10332,"Harvest Urban Market","191 08th St","San Francisco","CA","94103",37.776384,-122.411684,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.411684', 'latitude': '37.776384'}",14155620805,"10332_20171002","2017-10-02T00:00:00",79,"Routine - Unscheduled","10332_20171002_103114","High risk vermin infestation","High Risk",3
"24650",320,"NAPOLI PIZZA RESTAURANT","1045 POLK St","San Francisco","CA","94109",37.786545,-122.419894,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.419894', 'latitude': '37.786545'}",14155882222,"320_20171004","2017-10-04T00:00:00",77,"Routine - Unscheduled","320_20171004_103114","High risk vermin infestation","High Risk",3
"24660",1249,"KABABAYAN FAST FOOD","2706 MISSION St","San Francisco","CA","94110",37.753691,-122.418657,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418657', 'latitude': '37.753691'}",14155929635,"1249_20171002","2017-10-02T00:00:00",78,"Routine - Unscheduled","1249_20171002_103102","Unclean hands or improper use of gloves","High Risk",3
"24661",320,"NAPOLI PIZZA RESTAURANT","1045 POLK St","San Francisco","CA","94109",37.786545,-122.419894,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.419894', 'latitude': '37.786545'}",14155882222,"320_20171004","2017-10-04T00:00:00",77,"Routine - Unscheduled","320_20171004_103157","Food safety certificate or food handler card not available","Low Risk",1
"24665",5802,"LOWELL HIGH SCHOOL","1101 EUCALYPTUS Dr","San Francisco","CA","94132",37.731027,-122.483578,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.483578', 'latitude': '37.731027'}",14155752748,"5802_20171003","2017-10-03T00:00:00",94,"Routine - Unscheduled","5802_20171003_103120","Moderate risk food holding temperature","Moderate Risk",2
"24674",32671,"La Taqueria Guadalajara","3146 24th St","San Francisco","CA","94110",37.752512,-122.415109,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.415109', 'latitude': '37.752512'}",14155644892,"32671_20170920","2017-09-20T00:00:00",86,"Routine - Unscheduled","32671_20170920_103156","Permit license or inspection report not posted","Low Risk",1
"24677",1249,"KABABAYAN FAST FOOD","2706 MISSION St","San Francisco","CA","94110",37.753691,-122.418657,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418657', 'latitude': '37.753691'}",14155929635,"1249_20171002","2017-10-02T00:00:00",78,"Routine - Unscheduled","1249_20171002_103157","Food safety certificate or food handler card not available","Low Risk",1
"24687",2455,"MUDDY WATERS","521 VALENCIA St","San Francisco","CA","94110",37.764484,-122.421815,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.421815', 'latitude': '37.764484'}",14155868006,"2455_20171003","2017-10-03T00:00:00",92,"Routine - Unscheduled","2455_20171003_103131","Moderate risk vermin infestation","Moderate Risk",2
"24696",10332,"Harvest Urban Market","191 08th St","San Francisco","CA","94103",37.776384,-122.411684,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.411684', 'latitude': '37.776384'}",14155620805,"10332_20171002","2017-10-02T00:00:00",79,"Routine - Unscheduled","10332_20171002_103130","Inadequate sewage or wastewater disposal","Moderate Risk",2
"24701",5802,"LOWELL HIGH SCHOOL","1101 EUCALYPTUS Dr","San Francisco","CA","94132",37.731027,-122.483578,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.483578', 'latitude': '37.731027'}",14155752748,"5802_20171003","2017-10-03T00:00:00",94,"Routine - Unscheduled","5802_20171003_103144","Unapproved or unmaintained equipment or utensils","Low Risk",1
"24713",3256,"Connection, The","5740 MISSION St","San Francisco","CA","94112",37.709737,-122.45007,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.45007', 'latitude': '37.709737'}",14155336172,"3256_20171002","2017-10-02T00:00:00",92,"Routine - Unscheduled","3256_20171002_103133","Foods not protected from contamination","Moderate Risk",2
"24725",2743,"NOAH'S NEW YORK BAGELS #2147","2300 16 th St","San Francisco","CA","94103",37.765708,-122.409002,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.409002', 'latitude': '37.765708'}",14155862802,"2743_20171011","2017-10-11T00:00:00",87,"Routine - Unscheduled","2743_20171011_103118","Employee eating or smoking","Moderate Risk",2
"24756",3626,"Beretta","1199 VALENCIA St","San Francisco","CA","94110",37.753823,-122.420786,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.420786', 'latitude': '37.753823'}",14155691199,"3626_20171004","2017-10-04T00:00:00",89,"Routine - Unscheduled","3626_20171004_103105","Improper cooling methods","High Risk",3
"24763",994,"RAILROAD EXPRESSO CAFE","705 \ Blvd","San Francisco","CA","94127",37.731513,-122.45133,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.45133', 'latitude': '37.731513'}",14155334009,"994_20160810","2016-08-10T00:00:00",88,"Routine - Unscheduled","994_20160810_103154","Unclean or degraded floors walls or ceilings","Low Risk",1
"24764",5835,"Rosa Parks Elementary School","1501 O'Farrell St","San Francisco","CA","94115",37.783604,-122.430141,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.430141', 'latitude': '37.783604'}",14155745519,"5835_20171006","2017-10-06T00:00:00",96,"Routine - Unscheduled","5835_20171006_103131","Moderate risk vermin infestation","Moderate Risk",2
"24786",1300,"WE BE SUSHI","1071 VALENCIA St","San Francisco","CA","94110",37.755824,-122.420986,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.420986', 'latitude': '37.755824'}",14155820607,"1300_20171005","2017-10-05T00:00:00",74,"Routine - Unscheduled","1300_20171005_103109","Unclean or unsanitary food contact surfaces","High Risk",3
"24793",2777,"Starbucks Coffee","052 California St","San Francisco","CA","94111",37.793632,-122.397023,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.397023', 'latitude': '37.793632'}",14155398630,"2777_20171003","2017-10-03T00:00:00",94,"Routine - Unscheduled","2777_20171003_103143","Inadequate warewashing facilities or equipment","Low Risk",1
"24813",994,"RAILROAD EXPRESSO CAFE","705 \ Blvd","San Francisco","CA","94127",37.731513,-122.45133,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.45133', 'latitude': '37.731513'}",14155334009,"994_20160810","2016-08-10T00:00:00",88,"Routine - Unscheduled","994_20160810_103120","Moderate risk food holding temperature","Moderate Risk",2
"24819",1300,"WE BE SUSHI","1071 VALENCIA St","San Francisco","CA","94110",37.755824,-122.420986,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.420986', 'latitude': '37.755824'}",14155820607,"1300_20171005","2017-10-05T00:00:00",74,"Routine - Unscheduled","1300_20171005_103120","Moderate risk food holding temperature","Moderate Risk",2
"24821",5025,"PIZZA HUT","3349 MISSION St","San Francisco","CA","94110",37.743313,-122.421363,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.421363', 'latitude': '37.743313'}",14155472600,"5025_20171003","2017-10-03T00:00:00",92,"Routine - Unscheduled","5025_20171003_103156","Permit license or inspection report not posted","Low Risk",1
"24837",1300,"WE BE SUSHI","1071 VALENCIA St","San Francisco","CA","94110",37.755824,-122.420986,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.420986', 'latitude': '37.755824'}",14155820607,"1300_20171005","2017-10-05T00:00:00",74,"Routine - Unscheduled","1300_20171005_103142","Unclean nonfood contact surfaces","Low Risk",1
"24852",1300,"WE BE SUSHI","1071 VALENCIA St","San Francisco","CA","94110",37.755824,-122.420986,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.420986', 'latitude': '37.755824'}",14155820607,"1300_20171005","2017-10-05T00:00:00",74,"Routine - Unscheduled","1300_20171005_103154","Unclean or degraded floors walls or ceilings","Low Risk",1
"24874",3343,"PERRYS","1944 UNION St","San Francisco","CA","94123",37.797648,-122.431274,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.431274', 'latitude': '37.797648'}",14155929022,"3343_20171010","2017-10-10T00:00:00",92,"Routine - Unscheduled","3343_20171010_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"24912",2743,"NOAH'S NEW YORK BAGELS #2147","2300 16 th St","San Francisco","CA","94103",37.765708,-122.409002,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.409002', 'latitude': '37.765708'}",14155862802,"2743_20171011","2017-10-11T00:00:00",87,"Routine - Unscheduled","2743_20171011_103103","High risk food holding temperature","High Risk",3
"24914",5025,"PIZZA HUT","3349 MISSION St","San Francisco","CA","94110",37.743313,-122.421363,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.421363', 'latitude': '37.743313'}",14155472600,"5025_20171003","2017-10-03T00:00:00",92,"Routine - Unscheduled","5025_20171003_103120","Moderate risk food holding temperature","Moderate Risk",2
"24920",994,"RAILROAD EXPRESSO CAFE","705 \ Blvd","San Francisco","CA","94127",37.731513,-122.45133,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.45133', 'latitude': '37.731513'}",14155334009,"994_20160810","2016-08-10T00:00:00",88,"Routine - Unscheduled","994_20160810_103156","Permit license or inspection report not posted","Low Risk",1
"24928",36208,"Silver Cafe","4300 MISSION St","San Francisco","CA","94112",37.728582,-122.431482,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.431482', 'latitude': '37.728582'}",14155583237,"36208_20171011","2017-10-11T00:00:00",90,"Routine - Unscheduled","36208_20171011_103138","Improper storage use or identification of toxic substances","Low Risk",1
"24935",4978,"Angel's Market","1649 Castro St","San Francisco","CA","94114",37.748214,-122.433746,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.433746', 'latitude': '37.748214'}",14155648309,"4978_20171010","2017-10-10T00:00:00",70,"Routine - Unscheduled","4978_20171010_103108","Contaminated or adulterated food","High Risk",3
"24989",36208,"Silver Cafe","4300 MISSION St","San Francisco","CA","94112",37.728582,-122.431482,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.431482', 'latitude': '37.728582'}",14155583237,"36208_20171011","2017-10-11T00:00:00",90,"Routine - Unscheduled","36208_20171011_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",1
